incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes,badge_number_diketahui,tahun_kejadian,bulan_kejadian,akhir_pekan,selisih_usia_tersangka_korban,skor_keparahan,kerugian_per_penangkapan
INC003296,Robbery,East,Riverside,TX,4205 Oak Ave,36.549199,-103.97405,2021-06-04,OFF0042,Linda,Moore,2732,SUS00765,Karen,Harris,43.0,Unknown,White,VIC00087,Joseph,Jackson,67.0,Unknown,8972926259,Gun,Medium,Open,No Resolution Yet,0.0,30857.1,True,Incident at 4205 Oak Ave. Officer responded at scene.,True,2021.0,6.0,False,24.0,2,30857.1
INC003920,Fraud,West,Centerville,TX,8961 Oak Ave,34.790519,-76.877308,2020-04-10,OFF0136,Carol,Walker,4009,SUS00787,Sarah,Thompson,54.0,Female,Black,VIC00732,Jennifer,Torres,28.0,Male,7568853497,Hands/Feet,Medium,Closed,Warning Issued,0.0,24725.4,False,Incident at 8961 Oak Ave. Officer responded at scene.,True,2020.0,4.0,False,26.0,2,24725.4
INC000563,Theft/Larceny,East,Centerville,PA,7656 Maple Dr,26.851893,-90.967814,2020-12-25,OFF0052,Barbara,Williams,2245,SUS00325,Matthew,Miller,46.0,Male,Asian,VIC00061,Mary,Torres,14.0,Unknown,9341475550,Knife,Medium,Open,Arrest Made,3.0,17853.42,True,Tidak ada catatan tambahan.,True,2020.0,12.0,False,32.0,2,4463.35
INC000647,Trespassing,East,Centerville,GA,8203 Elm Blvd,42.821367,-118.136093,2023-07-13,OFF0081,Patricia,Hill,2099,SUS00625,Jennifer,Williams,34.0,Female,White,VIC00504,Barbara,Taylor,29.0,Male,4091413220,Unarmed,Medium,Open,Arrest Made,2.0,24725.4,True,Incident at 8203 Elm Blvd. Officer responded at scene.,True,2023.0,7.0,False,5.0,2,8241.8
INC004215,Domestic Violence,West,Maplewood,NY,6573 Oak Ave,34.580221,-117.462424,2018-11-02,OFF0009,David,Miller,4692,SUS00670,Patricia,Nguyen,23.0,Female,Unknown,VIC00704,David,Williams,24.0,Male,9094491585,Firearm,Critical,Under Investigation,Arrest Made,2.0,47845.49,False,Tidak ada catatan tambahan.,True,2018.0,11.0,False,1.0,4,15948.5
INC004954,Theft/Larceny,Southwest,Centerville,NY,3878 River Rd,25.499081,-106.712269,2021-01-17,OFF0057,David,Lee,6800,SUS00050,Charles,Jones,62.0,Female,Hispanic,VIC00153,Donna,Torres,28.0,Female,7519623135,Unknown,Medium,Under Investigation,Arrest Made,2.0,12381.46,False,Incident at 3878 River Rd. Officer responded at scene.,True,2021.0,1.0,True,34.0,2,4127.15
INC002526,Robbery,South,Fairview,OH,7804 River Rd,29.939461,-102.043652,2024-10-21,OFF0119,James,Miller,4041,SUS00675,John,Green,51.0,Female,Unknown,VIC00043,Linda,Martin,90.0,Female,9068077208,Bat,Critical,Pending,Warning Issued,3.0,49323.24,True,Incident at 7804 River Rd. Officer responded at scene.,True,2024.0,10.0,False,39.0,4,12330.81
INC001708,Cybercrime,East,Fairview,AZ,6627 Lincoln St,38.390087,-93.190864,2022-05-12,OFF0150,Michael,Lee,8808,SUS00159,Matthew,Smith,49.0,Unknown,Black,VIC00448,Joseph,Garcia,79.0,Unknown,7614307051,Blunt Object,Critical,Under Investigation,Arrest Made,2.0,32672.35,False,Incident at 6627 Lincoln St. Officer responded at scene.,True,2022.0,5.0,False,30.0,4,10890.78
INC002267,Drug Offense,Northwest,Lakewood,FL,187 Sunset Blvd,39.704479,-96.899357,2021-11-02,OFF0074,Matthew,Martin,3073,SUS00074,Susan,Harris,62.0,Male,Hispanic,VIC00396,Karen,Smith,23.0,Male,5177777709,Knife,Medium,Closed,Dismissed,2.0,43690.49,False,Incident at 187 Sunset Blvd. Officer responded at scene.,True,2021.0,11.0,False,39.0,2,14563.5
INC001906,Vandalism,North,Springfield,PA,3593 Elm Blvd,32.99755,-86.872769,2022-10-18,OFF0095,Richard,Young,2407,SUS00015,Jennifer,Moore,61.0,Unknown,Black,VIC00377,Joseph,Lee,83.0,Male,7331729892,Pistol,Low,Open,No Arrest,1.0,49716.38,True,Incident at 3593 Elm Blvd. Officer responded at scene.,True,2022.0,10.0,False,22.0,1,24858.19
INC002879,Domestic Violence,South,Oakdale,AZ,9944 Lincoln St,36.667703,-81.793723,2023-11-08,OFF0045,Nancy,Moore,4766,SUS00722,Linda,Lee,60.0,Unknown,White,VIC00792,Jessica,Torres,39.0,Male,9411563987,Bat,Critical,Open,Arrest Made,3.0,47670.74,True,Incident at 9944 Lincoln St. Officer responded at scene.,True,2023.0,11.0,False,21.0,4,11917.68
INC001826,DUI,Southwest,Riverside,PA,1818 River Rd,33.776037,-87.897426,2020-11-04,OFF0087,Charles,Moore,9292,SUS00214,James,Harris,32.0,Female,Asian,VIC00598,Patricia,Allen,47.0,Unknown,5623653122,Unknown,Medium,Closed,Warning Issued,2.0,10542.7,True,Incident at 1818 River Rd. Officer responded at scene.,True,2020.0,11.0,False,15.0,2,3514.23
INC004946,Theft/Larceny,South,Oakdale,CA,4222 Cedar Lane,28.341658,-93.339935,2020-03-27,OFF0009,Sarah,Johnson,2371,SUS00439,Chris,Hill,36.0,Unknown,Hispanic,VIC00208,Jessica,Thomas,60.0,Unknown,3873693365,Unknown,Low,Pending,No Arrest,4.0,24725.4,True,Incident at 4222 Cedar Lane. Officer responded at scene.,True,2020.0,3.0,False,24.0,1,4945.08
INC001416,Fraud,East,Riverside,IL,4962 River Rd,31.078182,-81.696722,2021-01-09,OFF0094,Joseph,Anderson,4639,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00045,Jessica,Hill,64.0,Female,8238218265,Gun,High,Under Investigation,Warning Issued,2.0,22223.83,False,Incident at 4962 River Rd. Officer responded at scene.,True,2021.0,1.0,True,18.0,3,7407.94
INC002478,Breaking & Entering,Central,Oakdale,IL,2189 Main St,44.262899,-91.547426,2021-01-14,OFF0033,Nancy,Thomas,3210,SUS00027,Charles,Nguyen,23.0,Female,Hispanic,VIC00330,Karen,Brown,36.0,Unknown,5088571184,Gun,Medium,Under Investigation,Arrest Made,2.0,36838.78,False,Incident at 2189 Main St. Officer responded at scene.,True,2021.0,1.0,False,13.0,2,12279.59
INC004429,Theft/Larceny,East,Centerville,OH,84 Sunset Blvd,43.77027,-75.689571,2020-01-16,OFF0101,Thomas,Scott,3961,SUS00741,Jessica,Nguyen,47.0,Female,Asian,VIC00981,Ashley,Williams,38.0,Female,7298474336,Blunt Object,Low,Open,Dismissed,5.0,24725.4,False,Incident at 84 Sunset Blvd. Officer responded at scene.,True,2020.0,1.0,False,9.0,1,4120.9
INC000853,DUI,East,Centerville,GA,425 Washington Ave,47.472717,-70.161518,2024-05-04,OFF0014,Richard,Martin,4299,SUS00092,Robert,Hall,67.0,Female,Hispanic,VIC00960,Nancy,Jones,80.0,Other,9979453624,Knife,Critical,Closed,Warning Issued,2.0,19508.72,False,Tidak ada catatan tambahan.,True,2024.0,5.0,True,13.0,4,6502.91
INC001749,Burglary,West,Hillcrest,PA,303 Elm Blvd,45.884137,-77.661387,2023-02-15,OFF0006,Daniel,Thompson,9383,SUS00510,Anthony,Green,67.0,Male,Asian,VIC00500,Susan,Young,44.0,Male,4985204963,Hands/Feet,High,Under Investigation,No Resolution Yet,2.0,46394.83,False,Incident at 303 Elm Blvd. Officer responded at scene.,True,2023.0,2.0,False,23.0,3,15464.94
INC002619,Burglary,Northeast,Maplewood,NC,4314 Lincoln St,28.057652,-114.998083,2023-12-20,OFF0103,Patricia,Moore,5282,SUS00695,Patricia,Anderson,19.0,Unknown,Unknown,VIC00627,Mary,Davis,65.0,Unknown,5623633056,Blunt Object,Critical,Open,Warning Issued,5.0,1599.1,False,Incident at 4314 Lincoln St. Officer responded at scene.,True,2023.0,12.0,False,46.0,4,266.52
INC003855,Homicide,South,Springfield,OH,129 Oak Ave,36.549199,-100.145263,2019-10-29,OFF0125,James,Moore,6172,SUS00742,Anthony,Scott,40.0,Male,Unknown,VIC00377,James,Wright,90.0,Male,5109393544,Unarmed,Critical,Closed,No Resolution Yet,5.0,947.42,True,Incident at 129 Oak Ave. Officer responded at scene.,True,2019.0,10.0,False,50.0,4,157.9
INC004917,Online Fraud,South,Springfield,TX,8149 Sunset Blvd,26.526787,-102.714158,2021-05-04,OFF0090,Michelle,Anderson,8359,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00512,Daniel,Jones,43.0,Male,8899418046,Pistol,Critical,Under Investigation,Arrest Made,3.0,9323.5,False,Incident at 8149 Sunset Blvd. Officer responded at scene.,True,2021.0,5.0,False,3.0,4,2330.88
INC001409,Arson,South,Oakdale,GA,1208 Lincoln St,31.304436,-81.673317,2018-03-09,OFF0071,William,Wright,7163,SUS00238,Ashley,Thompson,17.0,Female,White,VIC00764,Robert,Green,67.0,Female,3407252532,Unknown,Medium,Open,No Arrest,0.0,6697.09,True,Incident at 1208 Lincoln St. Officer responded at scene.,True,2018.0,3.0,False,50.0,2,6697.09
INC002553,Murder,North,Maplewood,GA,1472 Sunset Blvd,46.00532,-73.699473,2018-01-30,OFF0117,Mary,Hill,2953,SUS00150,Mary,Torres,18.0,Female,Hispanic,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Unknown,Medium,Closed,Dismissed,3.0,24725.4,True,Incident at 1472 Sunset Blvd. Officer responded at scene.,True,2018.0,1.0,False,32.0,2,6181.35
INC003484,Graffiti,Northwest,Riverside,IL,632 Oak Ave,46.096083,-70.554195,2018-07-29,OFF0050,Michelle,Wright,1065,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00692,Mark,Jones,28.0,Unknown,6352143778,Unknown,Critical,Closed,Warning Issued,4.0,47533.51,True,Incident at 632 Oak Ave. Officer responded at scene.,True,2018.0,7.0,True,18.0,4,9506.7
INC002360,Drug Offense,Central,Fairview,TX,5005 Elm Blvd,28.008294,-94.6682905,2024-10-16,OFF0046,Ashley,Young,1937,SUS00492,Matthew,Jackson,21.0,Female,Hispanic,VIC00423,Joseph,Harris,19.0,Other,3707141742,Unarmed,Critical,Closed,Arrest Made,0.0,9264.59,True,Incident at 5005 Elm Blvd. Officer responded at scene.,True,2024.0,10.0,False,2.0,4,9264.59
INC000003,Arson,Midtown,Oakdale,OH,3594 Elm Blvd,36.719105,-117.272711,2018-05-27,OFF0029,Robert,Walker,3621,SUS00697,John,Thomas,39.0,Unknown,Hispanic,VIC00542,Karen,Hill,50.0,Unknown,9382179797,Hands/Feet,Medium,Closed,Arrest Made,0.0,14675.01,True,Incident at 3594 Elm Blvd. Officer responded at scene.,True,2018.0,5.0,True,11.0,2,14675.01
INC003528,Robbery,South,Centerville,GA,1388 Washington Ave,26.963992,-88.357365,2020-01-17,OFF0107,Mark,Nguyen,1530,SUS00409,Carol,Allen,29.0,Male,White,VIC00977,Daniel,Brown,65.0,Female,7101804086,Blunt Object,Medium,Under Investigation,Warning Issued,5.0,24725.4,False,Incident at 1388 Washington Ave. Officer responded at scene.,True,2020.0,1.0,False,36.0,2,4120.9
INC002650,Graffiti,Central,Springfield,GA,4285 Washington Ave,33.152412,-98.406917,2023-06-28,OFF0144,Jennifer,Wright,7637,SUS00193,Mark,Davis,20.0,Female,Hispanic,VIC00694,Michelle,Green,66.0,Male,8724717606,Knife,High,Closed,Arrest Made,4.0,24725.4,True,Incident at 4285 Washington Ave. Officer responded at scene.,True,2023.0,6.0,False,46.0,3,4945.08
INC004586,Arson,Northwest,Centerville,NC,9458 Maple Dr,44.440587,-118.735383,2018-09-20,OFF0015,Sarah,Anderson,3069,SUS00014,Jessica,Green,23.0,Unknown,Asian,VIC00054,Jessica,Nguyen,70.0,Female,,Bat,Critical,Closed,Dismissed,5.0,24725.4,True,Incident at 9458 Maple Dr. Officer responded at scene.,True,2018.0,9.0,False,47.0,4,4120.9
INC003523,Trespassing,South,Fairview,FL,118 Elm Blvd,36.360843,-108.437474,,OFF0101,Richard,Allen,0,SUS00520,David,Jones,59.0,Female,Hispanic,VIC00672,Michael,Taylor,50.0,Other,7773749779,Rifle,Critical,Open,Arrest Made,2.0,1295.28,True,Incident at 118 Elm Blvd. Officer responded at scene.,False,,,False,9.0,4,431.76
INC003834,Assault & Battery,Southwest,Lakewood,FL,4836 Maple Dr,30.609556,-74.747103,,OFF0021,Sarah,Garcia,9847,SUS00197,John,Thomas,59.0,Male,Unknown,VIC00349,Jennifer,Green,15.0,Female,,Unknown,Critical,Closed,Dismissed,5.0,6272.0,False,Incident at 4836 Maple Dr. Officer responded at scene.,True,,,False,44.0,4,1045.33
INC003210,Robbery,South,Riverside,NC,8183 Maple Dr,33.182607,-98.290502,2019-09-15,OFF0100,Mary,Anderson,5386,SUS00375,Karen,Moore,31.0,Other,Unknown,VIC00799,Anthony,Martin,63.0,Female,6193526060,Knife,Critical,Closed,No Arrest,3.0,26296.92,False,Incident at 8183 Maple Dr. Officer responded at scene.,True,2019.0,9.0,True,32.0,4,6574.23
INC000352,Drug Offense,Midtown,Maplewood,NY,9063 Washington Ave,28.309078,-75.371259,2020-10-07,OFF0094,Daniel,Davis,9850,SUS00209,Barbara,Wilson,41.0,Female,Hispanic,VIC00743,Emily,Wright,73.0,Male,3659277440,Gun,Critical,Open,Arrest Made,2.0,24725.4,True,Incident at 9063 Washington Ave. Officer responded at scene.,True,2020.0,10.0,False,32.0,4,8241.8
INC001348,Theft/Larceny,Central,Oakdale,IL,1101 River Rd,29.536442,-93.242307,2019-06-08,OFF0130,Ashley,Green,2040,SUS00014,David,Wright,68.0,Unknown,Hispanic,VIC00357,Patricia,Brown,50.0,Unknown,9459965625,Bat,High,Pending,No Arrest,0.0,21703.3,True,Incident at 1101 River Rd. Officer responded at scene.,True,2019.0,6.0,True,18.0,3,21703.3
INC002374,Robbery,North,Springfield,IL,8811 River Rd,37.982569,-72.950121,2022-02-12,OFF0047,Linda,Scott,6046,SUS00472,Donna,Thomas,33.0,Female,Unknown,VIC00851,Carol,Smith,88.0,Female,7116646318,Hands/Feet,Medium,Pending,No Arrest,4.0,21132.37,True,Incident at 8811 River Rd. Officer responded at scene.,True,2022.0,2.0,True,55.0,2,4226.47
INC002179,Robbery,West,Riverside,NY,2309 Oak Ave,46.216288,92.8063,2022-11-25,OFF0018,Anthony,Smith,8656,SUS00372,Carol,Harris,50.0,Unknown,Black,VIC00152,Barbara,Harris,74.0,Unknown,3258156545,Bat,Medium,Closed,Arrest Made,2.0,7791.18,False,Incident at 2309 Oak Ave. Officer responded at scene.,True,2022.0,11.0,False,24.0,2,2597.06
INC001773,Trespassing,South,Lakewood,PA,5057 Lincoln St,44.171549,-94.6682905,,OFF0142,Matthew,Young,9262,SUS00165,Joseph,Wilson,46.0,Female,Unknown,VIC00272,Chris,Martin,60.0,Male,,Hands/Feet,Medium,Under Investigation,No Arrest,2.0,19562.62,True,Incident at 5057 Lincoln St. Officer responded at scene.,True,,,False,14.0,2,6520.87
INC000044,Manslaughter,North,Centerville,IL,357 River Rd,30.852516,-121.843195,2019-11-08,OFF0149,John,Johnson,7941,SUS00353,Karen,Johnson,74.0,Female,Hispanic,VIC00033,Jennifer,Scott,27.0,Male,8568467887,Rifle,Critical,Open,Warning Issued,3.0,18782.28,False,Incident at 357 River Rd. Officer responded at scene.,True,2019.0,11.0,False,47.0,4,4695.57
INC000675,Sexual Assault,East,Oakdale,FL,9974 Sunset Blvd,47.018242,-117.590278,2024-06-14,OFF0100,Richard,Jones,9849,SUS00409,Matthew,Miller,34.0,Unknown,Asian,VIC00131,Richard,Flores,80.0,Unknown,8469047767,Unarmed,Medium,Open,No Arrest,2.0,18478.89,True,Incident at 9974 Sunset Blvd. Officer responded at scene.,True,2024.0,6.0,False,46.0,2,6159.63
INC002262,Sexual Assault,West,Springfield,PA,7490 Sunset Blvd,27.235701,-120.944788,2024-08-13,OFF0020,Jessica,Allen,3227,SUS00406,Carol,Garcia,25.0,Unknown,White,VIC00915,Donna,Lee,75.0,Male,2667906755,Firearm,Low,Closed,No Resolution Yet,3.0,35235.65,True,Incident at 7490 Sunset Blvd. Officer responded at scene.,True,2024.0,8.0,False,50.0,1,8808.91
INC002208,Fraud,Northeast,Springfield,GA,5045 Cedar Lane,26.453556,-121.54093,2024-03-17,OFF0111,Sarah,Garcia,3591,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00438,Barbara,Martin,50.0,Female,6157965448,Bat,Medium,Under Investigation,Dismissed,0.0,32301.19,False,Incident at 5045 Cedar Lane. Officer responded at scene.,True,2024.0,3.0,True,4.0,2,32301.19
INC002552,Arson,Central,Centerville,PA,5195 Sunset Blvd,28.10411,-70.712689,,OFF0037,Sarah,Thompson,3832,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00080,Richard,Walker,20.0,Female,3885079899,Hands/Feet,Critical,Under Investigation,No Resolution Yet,1.0,18085.71,False,Tidak ada catatan tambahan.,True,,,False,26.0,4,9042.86
INC001271,Cybercrime,Midtown,Springfield,IL,7053 Lincoln St,46.921832,-90.003084,2024-07-06,OFF0019,Mark,Flores,2138,SUS00746,Carol,Williams,46.0,Male,Hispanic,VIC00053,Jessica,Wright,19.0,Female,7001947328,Unarmed,High,Pending,Warning Issued,0.0,7553.53,True,Tidak ada catatan tambahan.,True,2024.0,7.0,True,27.0,3,7553.53
INC90642,Arson,North,Springfield,CA,5345 Elm Blvd,36.549199,-107.04403,2020-04-03,OFF0029,Thomas,Young,0,SUS00088,Ashley,Garcia,73.0,Male,Asian,VIC00570,Mary,Green,63.0,Other,2958004566,Blunt Object,Critical,Closed,Arrest Made,3.0,24725.4,False,Tidak ada catatan tambahan.,False,2020.0,4.0,False,10.0,4,6181.35
INC001597,Trespassing,North,Maplewood,TX,3274 Sunset Blvd,36.549199,-94.6682905,,OFF0059,Michelle,Hall,0,SUS00053,John,Wilson,19.0,Female,Asian,VIC00154,Chris,Johnson,65.0,Unknown,2448967364,Firearm,Critical,Closed,No Arrest,2.0,24725.4,True,Incident at 3274 Sunset Blvd. Officer responded at scene.,False,,,False,46.0,4,8241.8
INC003884,Cybercrime,Midtown,Lakewood,NC,2368 Cedar Lane,44.707678,-80.031469,2020-07-29,OFF0099,Chris,Moore,2236,SUS00510,Ashley,Torres,53.0,Female,White,VIC00449,Emily,Thompson,15.0,Male,3654835069,Pistol,Critical,Open,Dismissed,0.0,10290.1,True,Incident at 2368 Cedar Lane. Officer responded at scene.,True,2020.0,7.0,False,38.0,4,10290.1
INC004611,Trespassing,East,Oakdale,AZ,7717 Elm Blvd,38.970016,-119.599827,2021-04-28,OFF0056,Matthew,Thompson,7058,SUS00204,Ashley,Brown,48.0,Unknown,Black,VIC00557,Barbara,Harris,25.0,Female,4921231848,Rifle,Medium,Under Investigation,No Arrest,2.0,46762.9,False,Incident at 7717 Elm Blvd. Officer responded at scene.,True,2021.0,4.0,False,23.0,2,15587.63
INC002704,Homicide,West,Maplewood,PA,8835 Washington Ave,44.504685,-75.761722,2019-10-09,OFF0099,Nancy,Lee,3671,SUS00585,Charles,Smith,40.0,Male,White,VIC00464,Chris,Walker,19.0,Male,9895868093,Blunt Object,Critical,Closed,No Resolution Yet,4.0,24725.4,False,Incident at 8835 Washington Ave. Officer responded at scene.,True,2019.0,10.0,False,21.0,4,4945.08
INC001618,Online Fraud,South,Centerville,OH,6193 Sunset Blvd,29.908246,-71.717229,2018-05-24,OFF0137,Jennifer,Jones,1162,SUS00733,Ashley,Hall,59.0,Male,Asian,VIC00023,Robert,Wilson,83.0,Unknown,,Hands/Feet,Medium,Under Investigation,Warning Issued,2.0,24725.4,True,Incident at 6193 Sunset Blvd. Officer responded at scene.,True,2018.0,5.0,False,24.0,2,8241.8
INC002451,Trespassing,Central,Centerville,FL,3524 Maple Dr,33.717272,-99.471227,2020-04-29,OFF0011,Michael,Wright,8828,SUS00083,Daniel,Allen,56.0,Female,Unknown,VIC00510,James,Harris,34.0,Male,4666167497,Unknown,Critical,Pending,No Resolution Yet,4.0,24725.4,False,Incident at 3524 Maple Dr. Officer responded at scene.,True,2020.0,4.0,False,22.0,4,4945.08
INC001593,Manslaughter,Northwest,Fairview,GA,4442 Elm Blvd,36.549199,-95.35659,2023-06-14,OFF0097,Susan,Jones,1869,SUS00465,Anthony,Martin,39.0,Male,Hispanic,VIC00363,Mark,Davis,70.0,Female,,Bat,Critical,Open,No Resolution Yet,4.0,21891.46,False,Incident at 4442 Elm Blvd. Officer responded at scene.,True,2023.0,6.0,False,31.0,4,4378.29
INC002632,Domestic Violence,North,Centerville,IL,9315 Cedar Lane,27.636934,-73.762692,2021-08-06,OFF0148,John,Scott,0,SUS00424,Barbara,Smith,43.0,Male,Black,VIC00070,William,Lee,36.0,Male,,Knife,High,Closed,No Arrest,3.0,18477.15,False,Incident at 9315 Cedar Lane. Officer responded at scene.,False,2021.0,8.0,False,7.0,3,4619.29
INC000840,Assault & Battery,Central,Centerville,AZ,4821 Lincoln St,40.777895,-94.6682905,2020-06-18,OFF0069,Nancy,Lee,4176,SUS00075,Sarah,Anderson,55.0,Male,Hispanic,VIC00888,Matthew,Flores,61.0,Female,,Pistol,Critical,Open,No Resolution Yet,3.0,24725.4,False,Incident at 4821 Lincoln St. Officer responded at scene.,True,2020.0,6.0,False,6.0,4,6181.35
INC99951,Fraud,Northeast,Fairview,PA,2181 Washington Ave,29.736047,-110.718116,2019-08-17,OFF0146,Michael,Hill,6954,SUS00475,Matthew,Torres,41.0,Male,Unknown,VIC00315,Robert,Harris,23.0,Female,,Unknown,Low,Pending,Dismissed,2.0,27584.65,True,Incident at 2181 Washington Ave. Officer responded at scene.,True,2019.0,8.0,True,18.0,1,9194.88
INC003933,Drug Offense,Central,Lakewood,IL,2212 Washington Ave,25.234934,-109.962139,2018-06-06,OFF0025,Anthony,Green,6798,SUS00161,Susan,Miller,20.0,Male,Black,VIC00853,Michelle,Smith,78.0,Male,3167793090,Hands/Feet,High,Under Investigation,Arrest Made,1.0,9298.59,True,Tidak ada catatan tambahan.,True,2018.0,6.0,False,58.0,3,4649.3
INC002357,Drug Offense,West,Hillcrest,CA,6008 Park Rd,38.544726,-117.40937,2023-12-17,OFF0149,Carol,Miller,8386,SUS00127,Nancy,Allen,51.0,Unknown,Hispanic,VIC00877,Carol,Williams,19.0,Female,,Gun,Low,Under Investigation,Dismissed,3.0,36907.43,False,Incident at 6008 Park Rd. Officer responded at scene.,True,2023.0,12.0,True,32.0,1,9226.86
INC002091,Trespassing,West,Fairview,PA,4945 Elm Blvd,39.257568,-97.415503,,OFF0117,Karen,Garcia,4252,SUS00411,Mark,Green,30.0,Male,Black,VIC00279,Robert,Smith,42.0,Other,5197314687,Unknown,High,Under Investigation,No Arrest,4.0,13025.15,False,Incident at 4945 Elm Blvd. Officer responded at scene.,True,,,False,12.0,3,2605.03
INC004787,Vandalism,North,Maplewood,IL,1756 Park Rd,40.284808,-94.6682905,2024-07-31,OFF0070,Jennifer,Davis,9660,SUS00022,Mark,Thompson,46.0,Female,White,VIC00640,John,Jackson,59.0,Unknown,9259687987,Pistol,High,Under Investigation,Warning Issued,5.0,44725.79,True,Incident at 1756 Park Rd. Officer responded at scene.,True,2024.0,7.0,False,13.0,3,7454.3
INC003635,Domestic Violence,East,Riverside,FL,5765 River Rd,36.15439,-77.266241,2020-10-13,OFF0103,Thomas,Williams,9930,SUS00334,Daniel,Hall,59.0,Female,Asian,VIC00244,Robert,Harris,47.0,Male,9724536800,Knife,Medium,Closed,No Arrest,3.0,24725.4,False,Incident at 5765 River Rd. Officer responded at scene.,True,2020.0,10.0,False,12.0,2,6181.35
INC002929,Trespassing,Midtown,Springfield,PA,6036 Maple Dr,37.456066,-115.122266,2022-01-05,OFF0090,Mark,Allen,4175,SUS00632,Emily,Thompson,43.0,Female,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Knife,Critical,Closed,No Resolution Yet,0.0,42845.57,True,Incident at 6036 Maple Dr. Officer responded at scene.,True,2022.0,1.0,False,7.0,4,42845.57
INC003331,Theft/Larceny,Central,Centerville,GA,3750 Elm Blvd,39.006667,-110.374185,2020-01-27,OFF0124,Matthew,Hall,8327,SUS00009,Barbara,Williams,70.0,Unknown,Other,VIC00516,Karen,Williams,24.0,Male,9629085100,Gun,Medium,Closed,Dismissed,4.0,24725.4,True,Incident at 3750 Elm Blvd. Officer responded at scene.,True,2020.0,1.0,False,46.0,2,4945.08
INC003899,Manslaughter,Central,Riverside,GA,8740 Cedar Lane,33.541093,-87.895281,,OFF0143,Michelle,Jones,4999,SUS00689,Jennifer,Moore,43.0,Female,Other,VIC00955,Michelle,Walker,11.0,Male,7617804372,Unknown,Low,Closed,Arrest Made,3.0,48438.9,True,Incident at 8740 Cedar Lane. Officer responded at scene.,True,,,False,32.0,1,12109.72
INC000752,Vandalism,West,Oakdale,NC,1523 Cedar Lane,28.389146,-86.119057,,OFF0002,Chris,Johnson,8592,SUS00645,Carol,Flores,43.0,Female,Unknown,VIC00513,Jennifer,White,75.0,Male,8426198307,Pistol,Medium,Closed,No Arrest,0.0,30079.24,False,Tidak ada catatan tambahan.,True,,,False,32.0,2,30079.24
INC002207,DUI,West,Centerville,IL,8046 Maple Dr,36.549199,-94.6682905,2021-04-28,OFF0046,Susan,Moore,8577,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00841,Matthew,Lee,50.0,Other,7497329927,Hands/Feet,Low,Closed,Arrest Made,5.0,24725.4,True,Incident at 8046 Maple Dr. Officer responded at scene.,True,2021.0,4.0,False,4.0,1,4120.9
INC94119,Armed Robbery,Northeast,Lakewood,NC,6475 Cedar Lane,36.864253,-88.853764,2018-10-02,OFF0003,Charles,Garcia,4014,SUS00131,Emily,Wilson,36.0,Male,Hispanic,VIC00940,Susan,Nguyen,35.0,Male,8562334765,Unarmed,High,Open,Arrest Made,2.0,3504.33,True,Incident at 6475 Cedar Lane. Officer responded at scene.,True,2018.0,10.0,False,1.0,3,1168.11
INC004402,Trespassing,Northwest,Oakdale,NY,4648 Park Rd,40.379168,-79.059713,2024-11-13,OFF0069,Anthony,Harris,7205,SUS00182,Karen,Thompson,47.0,Female,Unknown,VIC00591,Richard,Young,57.0,Female,4896695146,Unarmed,Low,Pending,Warning Issued,2.0,40740.56,False,Incident at 4648 Park Rd. Officer responded at scene.,True,2024.0,11.0,False,10.0,1,13580.19
INC001134,Arson,West,Fairview,PA,808 Washington Ave,38.138689,-120.423353,2021-08-12,OFF0099,John,Hill,8323,SUS00120,James,Hill,20.0,Female,Hispanic,VIC00885,William,Torres,69.0,Female,5606782632,Hands/Feet,Critical,Closed,Dismissed,4.0,2199.03,True,Incident at 808 Washington Ave. Officer responded at scene.,True,2021.0,8.0,False,49.0,4,439.81
INC000432,Armed Robbery,South,Lakewood,TX,9360 Maple Dr,29.521659,-72.161319,2022-12-18,OFF0008,James,Taylor,8616,SUS00488,James,Johnson,21.0,Male,Asian,VIC00140,Donna,Young,11.0,Male,6723218560,Blunt Object,Critical,Under Investigation,Arrest Made,2.0,22573.55,True,Tidak ada catatan tambahan.,True,2022.0,12.0,True,10.0,4,7524.52
INC003870,Property Damage,Southeast,Fairview,TX,4348 Main St,39.017326,-102.101359,2023-04-09,OFF0106,Michelle,Miller,4984,SUS00351,Patricia,Smith,16.0,Other,Black,VIC00601,Michael,Taylor,55.0,Male,3727972381,Pistol,Low,Open,Arrest Made,2.0,7344.58,True,Incident at 4348 Main St. Officer responded at scene.,True,2023.0,4.0,True,39.0,1,2448.19
